OBJECTID,	STATEFP20,	GEOID20,	CD118FP,	NAMELSAD20,					LSAD20,	CDSESSN,	MTFCC20,	FUNCSTAT20,	ALAND20,		AWATER20,	INTPTLAT20,	INTPTLON20,		OFFICE_ID,	BIOGUIDE_ID,	OFFICE_AUDIT_ID,PREFIX,	FIRSTNAME,	MIDDLENAME,	LASTNAME,	SUFFIX,	LISTING_NAME,		PHONE,WEBSITEURL,						VACANT,	CONTACTFORMURL,														PHOTOURL,													FACE_BOOK_URL,												TWITTER_URL,							YOUTUBE_URL,																	INSTAGRAM_URL,										FLICKR_URL,									PARTY,	DISTRICT,	STATE,	VACANCY,	ROOM_NUM,	HOB,	COMMITTEE_ASSIGNMENTS,																	LAST_UPDATED,			Shape__Area,		Shape__Length
99,12,1210,10,Congressional District 10,C2,118,G5200,N,665082852,40798586,+28.5413937,-081.2935153,FL10,F000476,00010781,Mr. ,Maxwell,,Frost,,"Frost, Maxwell",52176,https://frost.house.gov,N,https://frostforms.house.gov/contact/,https://ziplook.house.gov/zip/pictures/fl10_frost.jpg,https://facebook.com/RepMaxwellFrost,https://x.com/RepMaxwellFrost,,https://instagram.com/RepMaxwellFrost,,D,10,,0,1224,LHOB,"Oversight and Accountability;Science, Space, and Technology",6/28/2024 10:54:32 AM,0.0650805457048591,1.50126327469773
100,12,1211,11,Congressional District 11,C2,118,G5200,N,4140451535,615160746,+28.5834886,-081.8548626,FL11,W000806,00010332,Mr. ,Daniel,,Webster,,"Webster, Daniel",51002,https://webster.house.gov/,N,https://webster.house.gov/email-me,https://ziplook.house.gov/zip/pictures/fl11_webster.jpg,http://www.facebook.com/RepWebster,http://twitter.com/#!/RepWebster,http://www.youtube.com/repdanwebster,,,R,11,,0,2184,RHOB,"Natural Resources;Science, Space, and Technology;Transportation",1/3/2023 11:34:21 AM,0.438631646737804,3.94403451940389
101,12,1212,12,Congressional District 12,C2,118,G5200,N,4275272517,2298910043,+28.5793920,-082.5684363,FL12,B001257,00010009,Mr. ,Gus,M.,Bilirakis,,"Bilirakis, Gus",55755,https://bilirakis.house.gov/,N,https://bilirakis.house.gov/zip_authentication?form=/contact/email,https://ziplook.house.gov/zip/pictures/fl12_bilirakis.jpg,https://www.facebook.com/GusBilirakis,https://twitter.com/repgusbilirakis,https://www.youtube.com/user/RepGusBilirakis,http://instagram.com/gusbilirakis/,https://www.flickr.com/photos/fl09/,R,12,,0,2306,RHOB,Energy and Commerce,1/3/2023 11:34:21 AM,0.606386063109767,4.51158671929276
102,12,1213,13,Congressional District 13,C2,118,G5200,N,589576217,1301507623,+27.9312443,-082.8365752,FL13,L000596,00010782,Mrs.,Anna Paulina,,Luna,,"Luna, Anna Paulina",55961,https://luna.house.gov,N,https://luna.house.gov/contact,https://ziplook.house.gov/zip/pictures/fl13_luna.jpg,,https://twitter.com/RepLuna,https://www.youtube.com/channel/UCU47SDE9H1U5CEqOkviBS5A,https://www.instagram.com/repluna/,,R,13,,0,1017,LHOB,Natural Resources;Oversight and Accountability,3/21/2023 1:59:43 PM,0.173367224534331,1.91207841465927
103,12,1214,14,Congressional District 14,C2,118,G5200,N,695412269,661313204,+27.8632239,-082.5417311,FL14,C001066,00010011,Ms. ,Kathy,,Castor,,"Castor, Kathy",53376,https://castor.house.gov/,N,https://castor.house.gov/contact/contactform.htm,https://ziplook.house.gov/zip/pictures/fl14_castor.jpg,https://www.facebook.com/USRepKathyCastor,https://twitter.com/USRepKCastor,,,,D,14,,0,2052,RHOB,Energy and Commerce;Sel Comm Strategic Comp Us Chi,11/24/2023 3:51:48 PM,0.124334539203346,1.79861750172245
104,12,1215,15,Congressional District 15,C2,118,G5200,N,1694510280,53390524,+28.1021826,-082.2167871,FL15,L000597,00010783,Ms. ,Laurel,M.,Lee,,"Lee, Laurel",55626,https://laurellee.house.gov,N,https://laurellee.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/fl15_lee.jpg,https://www.facebook.com/RepLaurelLee/,,,https://www.instagram.com/replaurellee,,R,15,,0,1118,LHOB,Homeland Security;House Administration;the Judiciary,11/24/2023 3:53:08 PM,0.160511971983169,1.88770705317254
105,12,1216,16,Congressional District 16,C2,118,G5200,N,2989935107,895516739,+27.5783131,-082.3832187,FL16,B001260,00010013,Mr. ,Vern,,Buchanan,,"Buchanan, Vern",55015,https://buchanan.house.gov/,N,https://buchanan.house.gov/constituent-validation,https://ziplook.house.gov/zip/pictures/fl16_buchanan.jpg,https://www.facebook.com/CongressmanBuchanan/,https://twitter.com/VernBuchanan,,,,R,16,,0,2110,RHOB,Joint Taxation;Ways and Means,6/8/2023 9:47:23 AM,0.355080372490647,3.15969574235671
106,12,1220,20,Congressional District 20,C2,118,G5200,N,5572602868,635984683,+26.4461986,-080.5871960,FL20,C001127,00010717,Mrs.,Sheila,,Cherfilus-McCormick,,"Cherfilus-McCormick, Sheila",51313,https://cherfilus-mccormick.house.gov/,N,https://cherfilus-mccormick.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/fl20_cherfilus-mccormick.jpg,https://www.facebook.com/congresswomanSCM/,https://x.com/congresswomansc,,https://www.instagram.com/congresswomanscm,,D,20,,0,242,CHOB,Foreign Affairs;Veterans' Affairs,11/24/2023 3:56:25 PM,0.561871781835634,5.02403305663384
107,12,1222,22,Congressional District 22,C2,118,G5200,N,649375785,245051006,+26.5740209,-080.1235873,FL22,F000462,00010786,Ms. ,Lois,,Frankel,,"Frankel, Lois",59890,https://frankel.house.gov,N,https://frankel.house.gov/contact/,https://ziplook.house.gov/zip/pictures/fl22_frankel.jpg,https://www.facebook.com/RepLoisFrankel,https://twitter.com/RepLoisFrankel,https://www.youtube.com/user/RepLoisFrankel,https://instagram.com/reploisfrankel/,,D,22,,0,2305,RHOB,Appropriations,1/3/2023 11:34:21 AM,0.0810303730338546,1.55060987244301
108,12,1223,23,Congressional District 23,C2,118,G5200,N,427305862,231262659,+26.2812421,-080.1334369,FL23,M001217,00010787,Mr. ,Jared,,Moskowitz,,"Moskowitz, Jared",53001,https://moskowitz.house.gov,N,https://moskowitz.house.gov/contact,https://ziplook.house.gov/zip/pictures/fl23_moskowitz.jpg,https://www.facebook.com/RepMoskowitz,https://twitter.com/RepMoskowitz,https://www.youtube.com/@RepMoskowitz,https://www.instagram.com/repmoskowitz/,,D,23,,0,1130,LHOB,Foreign Affairs;Oversight and Accountability,11/24/2023 3:58:02 PM,0.0595140128523326,1.59474566088386
109,12,1224,24,Congressional District 24,C2,118,G5200,N,257849517,215669717,+25.8813712,-080.1610703,FL24,W000808,00010018,Ms. ,Frederica,S.,Wilson,,"Wilson, Frederica",54506,https://wilson.house.gov/,N,https://wilson.house.gov/contact/,https://ziplook.house.gov/zip/pictures/fl24_wilson.jpg,http://www.facebook.com/RepWilson,http://twitter.com/RepWilson,http://www.youtube.com/repfredericawilson,https://www.instagram.com/repwilson/,,D,24,,0,2080,RHOB,Education and the Workforce;Transportation,1/10/2023 11:28:37 AM,0.0426487814720531,1.05089482340476
110,12,1225,25,Congressional District 25,C2,118,G5200,N,514806764,98110649,+26.0482774,-080.2756449,FL25,W000797,00010788,Ms. ,Debbie,,Wasserman Schultz,,"Wasserman Schultz, Debbie",57931,https://wassermanschultz.house.gov/,N,https://wassermanschultz.house.gov/contact/,https://ziplook.house.gov/zip/pictures/fl25_wassermanschultz.jpg,https://www.facebook.com/RepDWS,https://twitter.com/RepDWStweets,https://www.youtube.com/user/RepWassermanSchultz,https://www.instagram.com/RepDWS/,,D,25,,0,270,CHOB,Appropriations;Sel Sub Weapon Federal Govt,1/4/2023 5:38:46 PM,0.0552800556329203,1.35912528115173
111,12,1226,26,Congressional District 26,C2,118,G5200,N,5958507181,361373114,+26.0228204,-081.0812494,FL26,D000600,00010789,Mr. ,Mario,,Diaz-Balart,,"Diaz-Balart, Mario",54211,https://mariodiazbalart.house.gov/,N,https://mariodiazbalart.house.gov/address_authentication?form=/contact-mario,https://ziplook.house.gov/zip/pictures/fl26_diaz-balart.jpg,https://www.facebook.com/mdiazbalart,https://twitter.com/@MarioDB,https://www.youtube.com/user/MarioDiazBalart,https://www.instagram.com/repmariodb/,,R,26,,0,374,CHOB,Appropriations,10/30/2023 10:57:43 AM,0.569988382903375,4.76401066465108
112,12,1227,27,Congressional District 27,C2,118,G5200,N,308813769,418178100,+25.6912633,-080.2501523,FL27,S000168,00010634,Ms. ,Maria,Elvira,Salazar,,"Salazar, Maria",53931,https://salazar.house.gov,N,https://salazar.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/fl27_salazar.jpg,https://facebook.com/CongresswomanMariaElviraSalazar,https://x.com/RepMariaSalazar,,,,R,27,,0,2162,RHOB,Foreign Affairs;Small Business,11/24/2023 3:59:35 PM,0.0653589421459628,1.06601964809203
113,12,1228,28,Congressional District 28,C2,118,G5200,N,5658134252,11719734395,+25.2157492,-081.1583744,FL28,G000593,00010790,Mr. ,Carlos,A.,Gimenez,,"Gimenez, Carlos",52778,https://gimenez.house.gov,N,https://gimenez.house.gov/contact,https://ziplook.house.gov/zip/pictures/fl28_gimenez.jpg,https://www.facebook.com/RepCarlosGimenez/,https://twitter.com/RepCarlos,,https://www.instagram.com/repcarlosfl,,R,28,,0,448,CHOB,Armed Services;Homeland Security;Sel Comm Strategic Comp Us Chi,1/3/2023 11:34:21 AM,1.55569168021009,9.14221958857967
114,12,1217,17,Congressional District 17,C2,118,G5200,N,3764878882,1800255726,+26.9976136,-082.1646445,FL17,S001214,00010439,Mr. ,W.,Gregory,Steube,,"Steube, W.",55792,https://steube.house.gov/,N,https://steube.house.gov/contact/,https://ziplook.house.gov/zip/pictures/fl17_steube.jpg,http://www.facebook.com/RepGregSteube/,http://twitter.com/RepGregSteube,http://www.youtube.com/HouseConference,http://instagram.com/repgregsteube/,,R,17,,0,2457,RHOB,Sel Sub Weapon Federal Govt;Ways and Means,6/30/2023 12:01:18 PM,0.506042532016409,4.0523370230145
115,12,1219,19,Congressional District 19,C2,118,G5200,N,1759235129,3153384140,+26.4482185,-082.0217322,FL19,D000032,00010632,Mr. ,Byron,,Donalds,,"Donalds, Byron",52536,https://donalds.house.gov,N,https://donalds.house.gov/contact/,https://ziplook.house.gov/zip/pictures/fl19_donalds.jpg,https://www.facebook.com/RepDonaldsPress/,https://twitter.com/RepDonaldsPress,https://www.youtube.com/channel/UCjy0W7sksMz37IYY27tAZNQ/featured,,,R,19,,0,1719,LHOB,Financial Services;Oversight and Accountability,11/24/2023 3:55:15 PM,0.444381958027407,3.79599218115279
116,12,1221,21,Congressional District 21,C2,118,G5200,N,3900710956,989743267,+27.1383614,-080.3794999,FL21,M001199,00010785,Mr. ,Brian,J.,Mast,,"Mast, Brian",53026,https://mast.house.gov,N,https://mast.house.gov/email,https://ziplook.house.gov/zip/pictures/fl21_mast.jpg,http://www.facebook.com/RepBrianMast,http://www.twitter.com/RepBrianMast,http://www.youtube.com/RepBrianMast,http://www.instagram.com/RepBrianMast,,R,21,,0,2182,RHOB,Foreign Affairs;Transportation,1/4/2023 5:38:46 PM,0.445215587816392,3.3494028016577
117,12,1218,18,Congressional District 18,C2,118,G5200,N,16702873274,1647733180,+27.2688364,-081.3797669,FL18,F000472,00010947,Mr. ,Scott,,Franklin,,"Franklin, Scott",51252,https://franklin.house.gov,N,https://franklin.house.gov/contact,https://ziplook.house.gov/zip/pictures/fl15_franklin.jpg,https://www.facebook.com/RepFranklin,https://twitter.com/RepFranklin,,,,R,18,,0,249,CHOB,"Appropriations;Science, Space, and Technology;Veterans' Affairs",3/4/2024 2:26:35 PM,1.67260153506504,6.98631465554427
118,13,1301,01,Congressional District 1,C2,118,G5200,N,19063888620,2059303613,+31.4258445,-081.8058269,GA01,C001103,00010192,Mr. ,Earl,L. ""Buddy"",Carter,,"Carter, Earl",55831,https://buddycarter.house.gov/,N,https://buddycarter.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ga01_carter.jpg,http://www.facebook.com/#!/CongressmanBuddyCarter,http://twitter.com/@repBuddyCarter,https://www.youtube.com/channel/UCHQm49T6ikD_ioMAt50AwKQ,https://www.instagram.com/repbuddycarter/,,R,01,,0,2432,RHOB,Energy and Commerce;the Budget,11/24/2023 4:01:13 PM,2.00375876674752,9.36606753430811
119,13,1302,02,Congressional District 2,C2,118,G5200,N,25778646862,431465790,+31.7642483,-084.3980078,GA02,B000490,00007181,Mr. ,Sanford,D.,Bishop,Jr.,"Bishop, Sanford",53631,https://bishop.house.gov/,N,https://bishop.house.gov/Connect,https://ziplook.house.gov/zip/pictures/ga02_bishopsanfordd.jpg,https://www.facebook.com/sanfordbishop/,https://twitter.com/SanfordBishop,https://www.youtube.com/user/RepSanfordBishop,https://www.instagram.com/repsanfordbishop/,,D,02,,0,2407,RHOB,Agriculture;Appropriations,5/18/2023 9:16:06 AM,2.49546023980406,10.8459468393856
120,13,1303,03,Congressional District 3,C2,118,G5200,N,10790492555,215174534,+33.2056325,-084.7759270,GA03,F000465,00010338,Mr. ,A.,Drew,Ferguson,IV,"Ferguson, A.",55901,https://ferguson.house.gov,N,https://ferguson.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ga03_ferguson.jpg,https://www.facebook.com/RepDrewFerguson/,https://twitter.com/RepDrewFerguson,https://www.youtube.com/channel/UCuK7_j2sREWi_7wBAN477bg,https://instagram.com/repdrewferguson/,,R,03,,0,2239,RHOB,the Budget;Ways and Means,1/3/2023 11:34:21 AM,1.06432296680941,6.92178503421289
121,13,1304,04,Congressional District 4,C2,118,G5200,N,1065893678,15823406,+33.7100732,-084.1002321,GA04,J000288,00007940,Mr. ,Henry,C. ""Hank"",Johnson,Jr.,"Johnson, Henry",51605,https://hankjohnson.house.gov/,N,https://hankjohnson.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ga04_johnson.jpg,https://www.facebook.com/pages/Congressman-Hank-Johnson/115356957005,https://twitter.com/RepHankJohnson,https://www.youtube.com/user/RepHankJohnson,https://instagram.com/rephankjohnson/,https://www.flickr.com/photos/hankjohnson/,D,04,,0,2240,RHOB,the Judiciary;Transportation,4/13/2023 11:55:27 AM,0.105207591884664,2.31458348148497
122,13,1305,05,Congressional District 5,C2,118,G5200,N,643700572,4702138,+33.7461682,-084.4022527,GA05,W000788,00010635,Ms. ,Nikema,,Williams,,"Williams, Nikema",53801,https://nikemawilliams.house.gov,N,https://nikemawilliams.house.gov/contact,https://ziplook.house.gov/zip/pictures/ga05_williams.jpg,https://www.facebook.com/RepNikemaWilliams/,https://twitter.com/RepNikema,,https://www.instagram.com/repnikema/,,D,05,,0,1406,LHOB,Financial Services,1/3/2023 11:34:21 AM,0.0630900161152113,1.5594197894386
123,13,1306,06,Congressional District 6,C2,118,G5200,N,2014040209,85408869,+34.2462054,-084.2335371,GA06,M001218,00010791,Mr. ,Richard,,McCormick,,"McCormick, Richard",54272,https://mccormick.house.gov,N,https://mccormick.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ga06_mccormick.jpg,https://www.facebook.com/profile.php?id=100089135203690,https://x.com/RepMcCormick,,https://www.instagram.com/reprichmccormick/,,R,06,,0,1213,LHOB,"Armed Services;Foreign Affairs;Science, Space, and Technology;Select Sub on the Coronavirus",11/24/2023 4:04:16 PM,0.205459612043114,3.63809554297269
124,13,1307,07,Congressional District 7,C2,118,G5200,N,825304645,10471931,+33.9216079,-084.0583162,GA07,M001208,00010792,Mrs.,Lucy,,McBath,,"McBath, Lucy",54501,https://mcbath.house.gov,N,https://mcbath.house.gov/email-me,https://ziplook.house.gov/zip/pictures/ga07_mcbath.jpg,https://www.facebook.com/RepLucyMcBath,https://twitter.com/RepLucyMcBath,https://www.youtube.com/c/replucymcbath,https://www.instagram.com/replucymcbath,,D,07,,0,2246,RHOB,Education and the Workforce;the Judiciary,11/24/2023 4:05:34 PM,0.0814859794550102,1.6529936311758
125,13,1308,08,Congressional District 8,C2,118,G5200,N,28303590463,394699076,+31.7321819,-083.2961646,GA08,S001189,00009621,Mr. ,Austin,,Scott,,"Scott, Austin",56531,https://austinscott.house.gov/,N,https://austinscott.house.gov/contact-austin,https://ziplook.house.gov/zip/pictures/ga08_scottaustin.jpg,http://www.facebook.com/RepAustinScott/,https://austinscott.house.gov/%5Bsocialmedia%3Amd-twitter_url%5D,http://www.youtube.com/user/RepAustinScott,,,R,08,,0,2185,RHOB,Agriculture;Armed Services;Intelligence (Permanent),1/5/2023 2:09:25 PM,2.73144372927936,12.8326983438822
126,13,1309,09,Congressional District 9,C2,118,G5200,N,10095431945,279334231,+34.6069528,-083.7645643,GA09,C001116,00010637,Mr. ,Andrew,S.,Clyde,,"Clyde, Andrew",59893,https://clyde.house.gov,N,https://clyde.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ga09_clyde.png,https://facebook.com/RepresentativeClyde,https://twitter.com/Rep_Clyde,https://www.youtube.com/channel/UC-o-UOnLuu8pZxZpShG4s7A,https://instagram.com/repclyde,,R,09,,0,445,CHOB,Appropriations,2/10/2023 1:13:54 PM,1.01958987730268,7.30889994477434
127,13,1310,10,Congressional District 10,C2,118,G5200,N,12990120683,285895203,+33.6841967,-083.3747755,GA10,C001129,00010793,Mr. ,Mike,,Collins,,"Collins, Mike",54101,https://collins.house.gov,N,https://collins.house.gov/contact,https://ziplook.house.gov/zip/pictures/ga10_collins.jpg,https://facebook.com/RepMikeCollinsGA,https://x.com/RepMikeCollins,,https://instagram.com/repmikecollins,,R,10,,0,1223,LHOB,"Natural Resources;Science, Space, and Technology;Transportation",11/24/2023 4:07:09 PM,1.29080714677025,7.66276923773789
128,13,1312,12,Congressional District 12,C2,118,G5200,N,24948893347,496812675,+32.7826409,-082.2871072,GA12,A000372,00010195,Mr. ,Rick,W.,Allen,,"Allen, Rick",52823,https://allen.house.gov,N,https://allen.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ga12_allen.jpg,https://www.facebook.com/CongressmanRickAllen,https://twitter.com/RepRickAllen,https://www.youtube.com/channel/UCZPoYXHFDAV17BGLMzGAmpg,http://instagram.com/reprickallen,https://www.flickr.com/photos/130008011@N03/,R,12,,0,462,CHOB,Education and the Workforce;Energy and Commerce,11/24/2023 4:08:35 PM,2.44913425752816,10.6022129254178
129,13,1313,13,Congressional District 13,C2,118,G5200,N,1528348393,22843485,+33.6075581,-084.5038035,GA13,S001157,00009622,Mr. ,David,,Scott,,"Scott, David",52939,https://davidscott.house.gov/,N,https://davidscott.house.gov/contact/contactform.htm,https://ziplook.house.gov/zip/pictures/ga13_scottdavid.jpg,http://www.facebook.com/pages/Congressman-David-Scott/113303673339,https://twitter.com/RepDavidScott,http://www.youtube.com/user/RepDavidScott,http://instagram.com/RepDavidScott,,D,13,,0,468,CHOB,Agriculture;Financial Services,11/24/2023 4:09:50 PM,0.150697746493279,3.51383685376368
130,13,1314,14,Congressional District 14,C2,118,G5200,N,8479526150,49340060,+34.4915254,-085.0984007,GA14,G000596,00010886,Ms.,Marjorie,Taylor,Greene,,"Greene, Marjorie",55211,https://greene.house.gov,N,https://greene.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ga14_mtgreene.jpg,https://www.facebook.com/RepMTGreene,https://twitter.com/RepMTG,,https://www.instagram.com/repmtg/,,R,14,,0,403,CHOB,Homeland Security;Oversight and Accountability;Select Sub on the Coronavirus,3/4/2024 2:26:35 PM,0.8369420869019,5.32635029119999
131,13,1311,11,Congressional District 11,C2,118,G5200,N,2958356800,67474559,+34.2473811,-084.6490964,GA11,L000583,00010194,Mr. ,Barry,,Loudermilk,,"Loudermilk, Barry",52931,https://loudermilk.house.gov,N,https://loudermilk.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ga11_loudermilk.jpg,http://www.facebook.com/#!/reploudermilk,http://twitter.com/reploudermilk,https://www.youtube.com/channel/UC2Kfw8fjca8k3w3KpzL5tNg,https://www.instagram.com/RepLoudermilk/,http://www.flickr.com/photos/republicanconference/,R,11,,0,2133,RHOB,Financial Services;House Administration,11/24/2023 4:07:39 PM,0.296111501705127,4.27276481419156
132,15,1501,01,Congressional District 1,C2,118,G5200,N,525824306,376084550,+21.3267681,-157.8782650,HI01,C001055,00010446,Mr. ,Ed,,Case,,"Case, Ed",52726,https://case.house.gov/,N,https://case.house.gov/forms/writeyourrep/,https://ziplook.house.gov/zip/pictures/hi01_case.jpg,http://www.facebook.com/RepEdCase,http://twitter.com/repedcase,http://www.youtube.com/channel/UCnY3Re6MbG3OtLbLbHOhDcg,http://instagram.com/hawaiiedcase,,D,01,,0,2210,RHOB,Appropriations;Natural Resources,1/3/2023 11:34:21 AM,0.0785192530472614,1.51281306760325
133,15,1502,02,Congressional District 2,C2,118,G5200,N,16108322860,11401567556,+19.8281671,-155.4950421,HI02,T000487,00010795,Ms. ,Jill,N.,Tokuda,,"Tokuda, Jill",54906,https://tokuda.house.gov,N,https://tokuda.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/hi02_tokuda.jpg,https://www.facebook.com/RepJillTokuda,https://x.com/RepJillTokuda,https://www.youtube.com/channel/UCBXwZrEZWQiSXebInVuYuvw,https://www.instagram.com/repjilltokuda/,,D,02,,0,1005,CHOB,Agriculture;Armed Services;Select Sub on the Coronavirus,11/24/2023 4:15:02 PM,2.3910561205696,21.6831430141514
134,16,1601,01,Congressional District 1,C2,118,G5200,N,102045232110,1308831859,+45.3105778,-116.0349740,ID01,F000469,00010449,Mr. ,Russ,,Fulcher,,"Fulcher, Russ",56611,https://fulcher.house.gov/,N,https://fulcher.house.gov/email-me,https://ziplook.house.gov/zip/pictures/id01_fulcher.jpg,https://www.facebook.com/RepRussFulcher,https://twitter.com/RepRussFulcher,https://www.youtube.com/channel/UCnLLpKTTkFpmWg5lzk-NOjA,https://www.instagram.com/RepRussFulcher,,R,01,,0,1514,LHOB,Energy and Commerce;Natural Resources,1/3/2023 11:34:21 AM,11.8762280299311,27.6168846460352
135,16,1602,02,Congressional District 2,C2,118,G5200,N,112004691386,1082745886,+43.4439256,-113.3642618,ID02,S001148,00005903,Mr. ,Michael,K.,Simpson,,"Simpson, Michael",55531,https://simpson.house.gov,N,https://simpson.house.gov/forms/writeyourrep/,https://ziplook.house.gov/zip/pictures/id02_simpson.jpg,https://www.facebook.com/pages/Mike-Simpson/96007744606,https://twitter.com/CongMikeSimpson,http://www.youtube.com/user/CongMikeSimpson,https://www.instagram.com/congressmanmikesimpson/,,R,02,,0,2084,RHOB,Appropriations,11/24/2023 4:20:11 PM,12.5804090277234,22.58824492596
136,17,1701,01,Congressional District 1,C2,118,G5200,N,1583912452,24872365,+41.4175970,-087.9520463,IL01,J000309,00010799,Mr. ,Jonathan,L.,Jackson,,"Jackson, Jonathan",54372,https://jonathanjackson.house.gov,N,https://jonathanjackson.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/il01_jackson.jpg,https://www.facebook.com/repjackson,https://x.com/rep_jackson,,https://www.instagram.com/repjackson,,D,01,,0,1641,LHOB,Agriculture;Foreign Affairs,11/24/2023 4:23:39 PM,0.17326048546056,4.05142340118638
137,17,1702,02,Congressional District 2,C2,118,G5200,N,10144441721,38973660,+40.7714827,-087.9426525,IL02,K000385,00010130,Ms. ,Robin,L.,Kelly,,"Kelly, Robin",50773,https://robinkelly.house.gov/,N,https://robinkelly.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/il02_kelly.jpg,https://www.facebook.com/reprobinkelly,https://twitter.com/RepRobinKelly,http://www.youtube.com/channel/UCLhcNPX2nNQLNzwKW0nEykg,https://instagram.com/reprobinkelly/,https://www.flickr.com/photos/97022808@N04/,D,02,,0,2329,RHOB,Energy and Commerce,11/24/2023 4:24:28 PM,1.08626166054319,6.82805906657162
138,17,1703,03,Congressional District 3,C2,118,G5200,N,398367913,7805688,+41.9357902,-087.9744325,IL03,R000617,00010800,Mrs.,Delia,C.,Ramirez,,"Ramirez, Delia",55701,https://ramirez.house.gov,N,https://ramirez.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/il03_ramirez.jpg,https://www.facebook.com/repdeliaramirez,https://x.com/repdeliaramirez,,https://instagram.com/repdeliaramirez,,D,03,,0,1523,LHOB,Homeland Security;Veterans' Affairs,11/24/2023 4:25:27 PM,0.0440858990741617,2.66313956731984
139,17,1704,04,Congressional District 4,C2,118,G5200,N,248008036,3103857,+41.8293740,-087.8098974,IL04,G000586,00010597,Mr. ,Jesus,G. ""Chuy"",Garcia,,"Garcia, Jesus",58203,https://chuygarcia.house.gov/,N,https://chuygarcia.house.gov/contact/email-me,https://ziplook.house.gov/zip/pictures/il04_garcia.jpg,http://www.facebook.com/RepChuyGarcia,http://twitter.com/RepChuyGarcia,http://www.youtube.com/RepChuyGarcia,http://instagram.com/repchuygarcia,,D,04,,0,1519,LHOB,Transportation,1/3/2023 11:34:21 AM,0.0272160477456964,1.73390845414643
140,17,1705,05,Congressional District 5,C2,118,G5200,N,401719867,7890245,+42.0819543,-087.9847548,IL05,Q000023,00008440,Mr. ,Mike,,Quigley,,"Quigley, Mike",54061,https://quigley.house.gov/,N,https://quigleyforms.house.gov/forms/writeyourrep/,https://ziplook.house.gov/zip/pictures/il05_quigley.jpg,http://www.facebook.com/repmikequigley,http://twitter.com/RepMikeQuigley,http://www.youtube.com/user/RepMikeQuigley,http://instagram.com/repmikequigley/,,D,05,,0,2083,RHOB,Appropriations,1/3/2023 11:34:21 AM,0.0445677364029962,2.89167884623389
141,17,1706,06,Congressional District 6,C2,118,G5200,N,583291206,11829557,+41.7369489,-087.8928848,IL06,C001117,00010451,Mr. ,Sean,,Casten,,"Casten, Sean",54561,https://casten.house.gov,N,https://casten.house.gov/contact/email-me,https://ziplook.house.gov/zip/pictures/il06_casten.jpg,http://www.facebook.com/RepSeanCasten/,http://twitter.com/RepCasten,http://www.youtube.com/channel/UCWP-bfgwv5j4PeqYsm2n7Zg,http://instagram.com/repseancasten/,,D,06,,0,2440,RHOB,"Financial Services;Science, Space, and Technology",4/17/2023 9:05:28 AM,0.064408356619424,2.25841745400307
142,17,1707,07,Congressional District 7,C2,118,G5200,N,177223780,2189439,+41.8784633,-087.8406513,IL07,D000096,00004996,Mr. ,Danny,K.,Davis,,"Davis, Danny",55006,https://davis.house.gov,N,https://davisforms.house.gov/contact/,https://ziplook.house.gov/zip/pictures/il07_davisdannyk.jpg,https://www.facebook.com/CongressmanDKDavis,https://twitter.com/RepDannyDavis,http://www.youtube.com/user/dannykdavis07,,,D,07,,0,2159,RHOB,Ways and Means,1/3/2023 11:34:21 AM,0.0194540956267701,1.41859708196824
143,17,1708,08,Congressional District 8,C2,118,G5200,N,739566105,14972234,+42.0276703,-088.1971781,IL08,K000391,00010339,Mr. ,Raja,,Krishnamoorthi,,"Krishnamoorthi, Raja",53711,https://krishnamoorthi.house.gov,N,https://krishnamoorthi.house.gov/contact/email,https://ziplook.house.gov/zip/pictures/il08_krishnamoorthi.jpg,http://www.facebook.com/congressmanraja,http://twitter.com/congressmanraja,http://www.youtube.com/c/CongressmanRaja,http://instagram.com/congressmanraja/,,D,08,,0,2367,RHOB,Intelligence (Permanent);Oversight and Accountability;Sel Comm Strategic Comp Us Chi,11/24/2023 4:27:22 PM,0.0820306613070443,3.10797447198044
